method,user_id,interests,preferred_sources,train_history_size,test_ground_truth_size,CategoryDiversity,SourceDiversity,EmbeddingDiversity,Novelty,Precision@5,Recall@5,HitRate@5,NDCG@5,MAP@5,MRR@5,Precision@10,Recall@10,HitRate@10,NDCG@10,MAP@10,MRR@10,Precision@20,Recall@20,HitRate@20,NDCG@20,MAP@20,MRR@20,CatalogCoverage
Random,fake_user_0201,"Sức khỏe, Giải trí, Thế giới","kenh14, vietnamnet",9,10,0.55,0.2,0.8136598020792007,3.687018826267579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0202,"Thế giới, Giải trí","baomoi, vietnamnet",24,10,0.5,0.2,0.8384700119495392,3.768789182953115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0203,"Công nghệ, Khác, Pháp luật","thanhnien, kenh14",12,10,0.5,0.2,0.8637052923440933,3.690748860206874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0204,"Pháp luật, Du lịch",vietnamnet,22,10,0.45,0.2,0.8471178114414215,3.8165607340642067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0205,"Đời sống, Văn hóa","baomoi, kenh14",13,10,0.6,0.15,0.8416669368743896,3.6336866405883796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0206,Pháp luật,vietnamnet,14,10,0.35,0.2,0.8405469954013824,3.5354289496535016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0207,"Thời sự, Giải trí, Thế giới","baomoi, thanhnien",21,10,0.5,0.2,0.8043144643306732,3.7867184124251567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0208,"Công nghệ, Thời sự","vietnamnet, thanhnien",21,10,0.45,0.2,0.8034584820270538,3.588702311775717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0209,"Khác, Văn hóa, Sức khỏe","thanhnien, baomoi",12,10,0.5,0.2,0.8361218869686127,3.5170882967868833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0210,"Đời sống, Kinh tế, Thể thao",kenh14,16,10,0.5,0.2,0.8627595901489258,3.4794184205427583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0211,"Giải trí, Sức khỏe, Công nghệ",vietnamnet,10,10,0.45,0.2,0.8340303599834442,3.47440921482837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0212,"Công nghệ, Thể thao","vietnamnet, baomoi",25,10,0.5,0.15,0.8399785459041595,3.581249651170682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,1.0,0.05188385940833726,0.005,0.05,0.979299962363568
Random,fake_user_0213,Giải trí,"baomoi, kenh14",18,10,0.55,0.2,0.8291391134262085,3.511445806628251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0214,Kinh tế,kenh14,24,10,0.35,0.2,0.7891200035810471,3.4699121149166303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0215,"Văn hóa, Đời sống","vietnamnet, kenh14",8,10,0.5,0.15,0.8559517860412598,3.6164264485553836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0216,Văn hóa,baomoi,24,10,0.45,0.2,0.8472016453742981,3.4958720136246635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0217,"Giáo dục, Sức khỏe","kenh14, vietnamnet",11,10,0.6,0.2,0.8544692248106003,3.7030980478508178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0218,"Khác, Thế giới",vietnamnet,12,10,0.55,0.2,0.8272117227315903,3.480339834890303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0219,"Sức khỏe, Du lịch","vietnamnet, baomoi",11,10,0.45,0.2,0.8392406553030014,3.5236545679312057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0220,"Thời sự, Du lịch, Khác","thanhnien, baomoi",11,10,0.45,0.2,0.8605738133192062,3.5444963191240526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0221,"Đời sống, Kinh tế",kenh14,25,10,0.4,0.15,0.860064834356308,3.572055981850879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0222,Văn hóa,"thanhnien, vietnamnet",21,10,0.5,0.15,0.8121324181556702,3.6689407412786585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0223,"Kinh tế, Pháp luật",kenh14,23,10,0.4,0.2,0.8419543653726578,3.608407299094518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0224,Đời sống,"kenh14, vietnamnet",23,10,0.55,0.2,0.8156631886959076,3.579970210225574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0225,"Kinh tế, Pháp luật",vietnamnet,16,10,0.55,0.2,0.8446720540523529,3.6813886974418404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0226,"Giáo dục, Công nghệ, Đời sống",kenh14,20,10,0.55,0.2,0.8536853045225143,3.5421584931741363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0227,Pháp luật,"baomoi, thanhnien",18,10,0.45,0.2,0.8009903132915497,3.6106413843696976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0228,"Khác, Đời sống",baomoi,9,10,0.55,0.2,0.8466119468212128,3.6919106879533006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0229,Thế giới,vietnamnet,16,10,0.45,0.15,0.8586549162864685,3.5875348654346944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0230,Khác,thanhnien,8,10,0.5,0.2,0.8211500942707062,3.5333267181066836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0231,Giải trí,baomoi,17,10,0.45,0.2,0.835493192076683,3.5908770349073733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0232,"Giáo dục, Giải trí","vietnamnet, kenh14",23,10,0.4,0.2,0.8241581171751022,3.5694930546383588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0233,"Kinh tế, Giáo dục","vietnamnet, thanhnien",11,10,0.55,0.2,0.8368156105279922,3.583316929753592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0234,"Thế giới, Kinh tế","kenh14, thanhnien",12,10,0.45,0.2,0.8273011445999146,3.52972032515303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0235,"Thể thao, Kinh tế",kenh14,22,10,0.55,0.2,0.8129790872335434,3.6780030807412465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0236,"Du lịch, Công nghệ, Thời sự","thanhnien, kenh14",18,10,0.5,0.2,0.841522678732872,3.660926667514377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0237,"Văn hóa, Thời sự, Giáo dục",vietnamnet,21,10,0.55,0.15,0.8390111327171326,3.5317055318966895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0238,Thế giới,baomoi,10,10,0.55,0.2,0.8331445157527924,3.558247493712988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0239,"Giáo dục, Thế giới",vietnamnet,14,10,0.5,0.2,0.8388033956289291,3.5695150277348993,0.2,0.1,1.0,0.19649654317293144,0.1,0.5,0.1,0.1,1.0,0.1326435677576034,0.05,0.5,0.05,0.1,1.0,0.1326435677576034,0.05,0.5,0.979299962363568
Random,fake_user_0240,"Pháp luật, Du lịch","baomoi, vietnamnet",21,10,0.55,0.2,0.8267546147108078,3.6446999739481236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0241,Đời sống,kenh14,24,10,0.5,0.2,0.8100161850452423,3.5211250293877994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0242,"Văn hóa, Đời sống, Kinh tế",vietnamnet,9,10,0.5,0.2,0.8459934890270233,3.595961183385301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0243,"Văn hóa, Giải trí",vietnamnet,13,10,0.5,0.2,0.8378262519836426,3.641507215247553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0244,"Văn hóa, Sức khỏe",kenh14,24,10,0.55,0.2,0.8559916466474533,3.731643838928357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0245,Đời sống,"thanhnien, baomoi",24,10,0.55,0.2,0.8440288007259369,3.526345013327301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0246,"Khác, Du lịch",thanhnien,8,10,0.5,0.2,0.8279352337121964,3.62124076398272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0247,Thế giới,vietnamnet,14,10,0.55,0.2,0.8222067207098007,3.5371610990556484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0248,"Văn hóa, Giải trí, Pháp luật",thanhnien,15,10,0.45,0.2,0.8687353879213333,3.548139450982675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0249,"Du lịch, Văn hóa, Giáo dục",kenh14,9,10,0.6,0.2,0.836734876036644,3.610326150846017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0250,Giáo dục,"kenh14, baomoi",14,10,0.45,0.2,0.8420680016279221,3.5371079594531616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0251,"Du lịch, Giáo dục",vietnamnet,22,10,0.55,0.2,0.8333321511745453,3.5209261707979187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0252,"Giáo dục, Du lịch, Thể thao","kenh14, baomoi",11,10,0.4,0.15,0.8314823806285858,3.7170276812889105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0253,"Văn hóa, Thể thao, Thời sự","vietnamnet, kenh14",15,10,0.45,0.2,0.8413920998573303,3.411172700175368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0254,"Kinh tế, Thể thao, Du lịch",vietnamnet,22,10,0.55,0.2,0.86129991710186,3.688928026983368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0255,"Văn hóa, Pháp luật, Kinh tế",kenh14,23,10,0.65,0.2,0.8129588216543198,3.7486899793813664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0256,Pháp luật,kenh14,19,10,0.4,0.2,0.8113266378641129,3.4415069471014554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0257,Pháp luật,vietnamnet,16,10,0.4,0.2,0.8362248688936234,3.539689962662943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0258,"Kinh tế, Công nghệ","thanhnien, baomoi",10,10,0.45,0.2,0.8397368043661118,3.550953313622235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0259,"Công nghệ, Văn hóa","kenh14, vietnamnet",20,10,0.45,0.2,0.8294542282819748,3.7733848255906133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0260,Thời sự,"thanhnien, baomoi",14,10,0.45,0.2,0.783288836479187,3.5791318484243297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0261,"Thế giới, Pháp luật, Kinh tế","thanhnien, kenh14",15,10,0.5,0.2,0.8641555905342102,3.701830240405333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0262,Pháp luật,"baomoi, kenh14",16,10,0.55,0.2,0.8258224427700043,3.6854765495989428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,1.0,0.0593052699757163,0.00909090909090909,0.09090909090909091,0.979299962363568
Random,fake_user_0263,"Giải trí, Thế giới",thanhnien,24,10,0.5,0.2,0.8402731418609619,3.6080177226299783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0264,"Pháp luật, Thời sự","thanhnien, vietnamnet",8,10,0.55,0.2,0.8145620673894882,3.6843771608398264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0265,Thế giới,"baomoi, vietnamnet",12,10,0.55,0.15,0.842528909444809,3.6536224333162854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,1.0,0.06315721541199162,0.00909090909090909,0.09090909090909091,0.979299962363568
Random,fake_user_0266,"Thế giới, Thời sự, Pháp luật","baomoi, vietnamnet",8,10,0.4,0.2,0.7951046228408813,3.5325827527664204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0267,"Thể thao, Công nghệ",vietnamnet,17,10,0.5,0.2,0.8464909940958023,3.569194719294265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0268,"Khác, Công nghệ",vietnamnet,16,10,0.45,0.2,0.8667494505643845,3.4858156793404556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0269,"Thế giới, Đời sống",kenh14,20,10,0.5,0.2,0.801309809088707,3.6801031575180074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0270,"Sức khỏe, Văn hóa",baomoi,22,10,0.5,0.2,0.8106421232223511,3.523128462353873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,1.0,0.052147938587416134,0.005555555555555555,0.05555555555555555,0.979299962363568
Random,fake_user_0271,"Thời sự, Thể thao",baomoi,22,10,0.6,0.2,0.8532358258962631,3.786414510679136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0272,Đời sống,"kenh14, vietnamnet",24,10,0.45,0.2,0.8204294890165329,3.614112294306158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0273,Du lịch,vietnamnet,20,10,0.5,0.2,0.8591682016849518,3.8823538641292217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0274,Sức khỏe,"vietnamnet, baomoi",8,10,0.5,0.2,0.8574706017971039,3.683436149040447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0275,"Pháp luật, Công nghệ","kenh14, thanhnien",19,10,0.55,0.2,0.8218062520027161,3.5689657807953474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,1.0,0.04791484397100718,0.005555555555555555,0.05555555555555555,0.979299962363568
Random,fake_user_0276,"Công nghệ, Giáo dục","vietnamnet, baomoi",17,10,0.55,0.2,0.8136530369520187,3.7304472536813797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0277,Pháp luật,vietnamnet,11,10,0.6,0.2,0.863525465130806,3.861236190079127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0278,Đời sống,"vietnamnet, thanhnien",18,10,0.5,0.2,0.8225025981664658,3.6328403173771617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0279,"Văn hóa, Công nghệ","vietnamnet, thanhnien",18,10,0.5,0.2,0.8340543657541275,3.6967394048782127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0280,"Giải trí, Pháp luật","baomoi, kenh14",16,10,0.5,0.2,0.8464127331972122,3.657864743178321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0281,"Đời sống, Thế giới",baomoi,17,10,0.55,0.2,0.8542969524860382,3.629959699332327,0.2,0.1,1.0,0.22355889410896035,0.1,0.5,0.1,0.1,1.0,0.14823569871329964,0.05,0.5,0.05,0.1,1.0,0.14823569871329964,0.05,0.5,0.979299962363568
Random,fake_user_0282,"Sức khỏe, Giáo dục, Thời sự",baomoi,24,10,0.5,0.2,0.8464351296424866,3.5924770747297097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0283,"Đời sống, Pháp luật",thanhnien,9,10,0.55,0.2,0.8462643176317215,3.548315399035599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0284,"Đời sống, Giáo dục",thanhnien,20,10,0.35,0.15,0.8430974632501602,3.508033694515615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0285,"Đời sống, Sức khỏe","thanhnien, baomoi",12,10,0.55,0.2,0.8703374862670898,3.6249045099302157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0286,Giáo dục,"baomoi, thanhnien",23,10,0.55,0.2,0.8588532358407974,3.5851165672107754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0287,"Khác, Giải trí","kenh14, baomoi",21,10,0.55,0.15,0.7996485531330109,3.6022653675837875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0288,Giáo dục,kenh14,9,10,0.4,0.2,0.7788369655609131,3.5524036858228554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0289,"Sức khỏe, Đời sống",vietnamnet,14,10,0.55,0.2,0.8475732058286667,3.6003006107462356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0290,Công nghệ,vietnamnet,15,10,0.45,0.15,0.810757040977478,3.5034893102493334,0.2,0.1,1.0,0.21419235421655275,0.1,0.5,0.1,0.1,1.0,0.14667160125903786,0.05,0.5,0.05,0.1,1.0,0.14667160125903786,0.05,0.5,0.979299962363568
Random,fake_user_0291,Khác,thanhnien,23,10,0.45,0.2,0.8444699943065643,3.7333348547116345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0292,Đời sống,"kenh14, vietnamnet",19,10,0.5,0.2,0.816498339176178,3.6612097441872207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0293,Kinh tế,"kenh14, vietnamnet",13,10,0.5,0.2,0.8331039994955063,3.548316227622623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0294,"Pháp luật, Du lịch, Giải trí",thanhnien,25,10,0.4,0.15,0.8138560652732849,3.4711960597949636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0295,Giáo dục,"vietnamnet, baomoi",11,10,0.6,0.2,0.8203482925891876,3.680992624783112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
Random,fake_user_0296,"Sức khỏe, Giải trí, Văn hóa",kenh14,16,10,0.45,0.2,0.8253193348646164,3.4910773341029704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979299962363568
